State,Company,Year,Checking or savings account,Credit card or prepaid card,"Credit reporting, credit repair services, or other personal consumer reports",Debt collection,"Money transfer, virtual currency, or money service",Mortgage,"Payday loan, title loan, or personal loan",Student loan,Vehicle loan or lease,Total
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2013,5,8,1,4,0,83,0,0,0,101
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2014,5,11,0,9,0,27,1,1,0,54
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2015,5,17,1,8,0,39,1,0,0,71
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2016,6,11,0,2,0,29,1,0,0,49
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2017,7,6,7,2,2,16,0,0,0,40
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2018,14,7,9,2,0,7,0,0,1,40
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2019,5,5,7,1,1,4,0,0,3,26
AL,"BANK OF AMERICA, NATIONAL ASSOCIATION",2020,3,5,0,0,0,0,0,0,1,9
AL,CAPITAL ONE FINANCIAL CORPORATION,2011,0,2,0,0,0,0,0,0,0,2
AL,CAPITAL ONE FINANCIAL CORPORATION,2012,0,33,0,0,0,0,2,0,0,35
AL,CAPITAL ONE FINANCIAL CORPORATION,2013,0,25,1,4,0,0,2,0,0,32
AL,CAPITAL ONE FINANCIAL CORPORATION,2014,2,13,0,8,0,0,4,0,0,27
AL,CAPITAL ONE FINANCIAL CORPORATION,2015,2,15,0,6,0,0,5,0,0,28
AL,CAPITAL ONE FINANCIAL CORPORATION,2016,3,13,0,8,0,0,6,0,0,30
AL,CAPITAL ONE FINANCIAL CORPORATION,2017,7,22,16,6,1,0,2,0,0,54
AL,CAPITAL ONE FINANCIAL CORPORATION,2018,6,29,25,9,0,0,0,0,6,75
AL,CAPITAL ONE FINANCIAL CORPORATION,2019,1,29,19,12,1,1,0,0,4,67
AL,CAPITAL ONE FINANCIAL CORPORATION,2020,0,13,7,3,0,0,0,0,1,24
AL,"CITIBANK, N.A.",2011,0,1,0,0,0,0,0,0,0,1
AL,"CITIBANK, N.A.",2012,0,12,0,0,0,16,0,3,0,31
AL,"CITIBANK, N.A.",2013,1,17,0,3,0,15,1,0,0,37
AL,"CITIBANK, N.A.",2014,2,11,1,9,0,17,3,1,0,44
AL,"CITIBANK, N.A.",2015,0,21,1,5,1,12,3,0,0,43
AL,"CITIBANK, N.A.",2016,8,28,0,5,0,11,2,0,0,54
AL,"CITIBANK, N.A.",2017,4,20,10,3,0,9,0,0,0,46
AL,"CITIBANK, N.A.",2018,0,17,6,6,0,11,1,0,0,41
AL,"CITIBANK, N.A.",2019,5,22,10,3,0,1,0,0,0,41
AL,"CITIBANK, N.A.",2020,1,9,8,1,0,2,1,0,0,22
AL,"EQUIFAX, INC.",2012,0,0,10,0,0,1,0,0,0,11
AL,"EQUIFAX, INC.",2013,0,1,63,0,0,0,0,0,0,64
AL,"EQUIFAX, INC.",2014,0,0,125,0,0,0,0,0,0,125
AL,"EQUIFAX, INC.",2015,0,0,190,0,0,0,0,0,0,190
AL,"EQUIFAX, INC.",2016,0,0,220,0,0,0,1,0,0,221
AL,"EQUIFAX, INC.",2017,0,0,449,5,0,0,1,0,0,455
AL,"EQUIFAX, INC.",2018,0,1,441,6,0,0,0,0,0,448
AL,"EQUIFAX, INC.",2019,0,0,745,4,0,0,0,0,0,749
AL,"EQUIFAX, INC.",2020,1,1,453,12,0,0,0,0,1,468
AL,Experian Information Solutions Inc.,2012,0,0,3,0,0,0,0,0,0,3
AL,Experian Information Solutions Inc.,2013,0,1,40,0,0,0,0,0,0,41
AL,Experian Information Solutions Inc.,2014,0,0,111,0,0,0,0,0,0,111
AL,Experian Information Solutions Inc.,2015,0,0,122,0,0,0,0,0,0,122
AL,Experian Information Solutions Inc.,2016,0,0,152,1,0,1,0,0,0,154
AL,Experian Information Solutions Inc.,2017,0,0,307,2,0,0,1,0,0,310
AL,Experian Information Solutions Inc.,2018,0,3,365,5,0,0,0,1,0,374
AL,Experian Information Solutions Inc.,2019,0,1,640,9,1,0,1,0,0,652
AL,Experian Information Solutions Inc.,2020,0,1,425,7,0,0,0,0,0,433
AL,JPMORGAN CHASE & CO.,2011,0,0,0,0,0,1,0,0,0,1
AL,JPMORGAN CHASE & CO.,2012,0,10,0,0,0,19,1,0,0,30
AL,JPMORGAN CHASE & CO.,2013,3,8,0,1,0,23,5,1,0,41
AL,JPMORGAN CHASE & CO.,2014,9,8,0,6,0,29,2,2,0,56
AL,JPMORGAN CHASE & CO.,2015,4,16,0,8,0,27,9,1,0,65
AL,JPMORGAN CHASE & CO.,2016,0,12,0,7,1,9,5,1,0,35
AL,JPMORGAN CHASE & CO.,2017,3,15,10,3,1,18,1,0,1,52
AL,JPMORGAN CHASE & CO.,2018,1,15,13,3,0,10,0,0,4,46
AL,JPMORGAN CHASE & CO.,2019,5,8,8,1,0,7,0,0,1,30
AL,JPMORGAN CHASE & CO.,2020,4,5,10,0,0,5,0,0,3,27
AL,"Navient Solutions, LLC.",2012,0,0,0,0,0,0,1,16,0,17
AL,"Navient Solutions, LLC.",2013,0,0,0,1,0,0,0,17,0,18
AL,"Navient Solutions, LLC.",2014,0,0,0,5,0,0,0,15,0,20
AL,"Navient Solutions, LLC.",2015,0,0,0,4,0,0,0,25,0,29
AL,"Navient Solutions, LLC.",2016,0,0,0,4,0,0,0,26,0,30
AL,"Navient Solutions, LLC.",2017,0,0,12,7,0,0,0,152,0,171
AL,"Navient Solutions, LLC.",2018,0,0,6,2,0,0,0,62,0,70
AL,"Navient Solutions, LLC.",2019,0,0,8,6,0,0,0,47,0,61
AL,"Navient Solutions, LLC.",2020,0,0,1,1,0,0,0,9,0,11
AL,Ocwen Financial Corporation,2012,0,0,0,0,0,18,0,0,0,18
AL,Ocwen Financial Corporation,2013,0,0,0,1,0,30,0,0,0,31
AL,Ocwen Financial Corporation,2014,0,0,0,3,0,41,0,0,0,44
AL,Ocwen Financial Corporation,2015,0,0,0,1,0,30,0,0,0,31
AL,Ocwen Financial Corporation,2016,0,0,0,3,0,27,0,0,0,30
AL,Ocwen Financial Corporation,2017,0,0,0,1,0,21,0,0,0,22
AL,Ocwen Financial Corporation,2018,0,0,0,1,0,13,0,0,0,14
AL,Ocwen Financial Corporation,2019,0,0,1,0,0,18,0,0,0,19
AL,Ocwen Financial Corporation,2020,0,0,0,0,0,3,0,0,0,3
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2012,0,0,2,0,0,0,0,0,0,2
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2013,0,0,46,0,0,0,0,0,0,46
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2014,0,0,86,0,0,0,0,0,0,86
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2015,0,0,130,0,0,0,0,0,0,130
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2016,0,0,201,0,0,0,0,0,0,201
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2017,0,1,380,3,0,0,0,0,0,384
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2018,0,1,385,5,0,0,1,0,0,392
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2019,0,0,730,13,0,0,0,0,0,743
AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2020,0,0,548,10,0,0,0,0,0,558
AL,WELLS FARGO & COMPANY,2011,0,0,0,0,0,3,0,0,0,3
AL,WELLS FARGO & COMPANY,2012,29,8,0,0,0,52,3,1,0,93
AL,WELLS FARGO & COMPANY,2013,37,5,1,0,0,51,8,0,0,102
AL,WELLS FARGO & COMPANY,2014,38,9,1,6,0,25,3,0,0,82
AL,WELLS FARGO & COMPANY,2015,38,15,2,4,0,42,4,1,0,106
AL,WELLS FARGO & COMPANY,2016,52,16,1,4,1,25,7,4,0,110
AL,WELLS FARGO & COMPANY,2017,43,10,5,4,4,33,7,2,0,108
AL,WELLS FARGO & COMPANY,2018,21,11,15,4,1,26,2,1,5,86
AL,WELLS FARGO & COMPANY,2019,29,12,12,4,4,19,1,1,0,82
AL,WELLS FARGO & COMPANY,2020,9,2,1,1,1,3,0,0,0,17
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2011,0,2,0,0,0,1,0,0,0,3
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2012,8,9,0,0,0,40,0,0,0,57
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2013,15,5,0,0,0,47,1,0,0,68
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2014,13,4,0,1,0,19,0,0,0,37
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2015,20,4,0,4,1,24,1,0,0,54
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2016,3,5,1,3,1,15,0,0,0,28
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2017,10,12,1,4,2,9,0,0,0,38
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2018,12,12,2,1,0,5,0,0,0,32
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2019,13,4,3,3,3,4,0,0,0,30
AR,"BANK OF AMERICA, NATIONAL ASSOCIATION",2020,3,8,0,0,0,1,0,0,0,12
AR,CAPITAL ONE FINANCIAL CORPORATION,2011,0,1,0,0,0,0,0,0,0,1
AR,CAPITAL ONE FINANCIAL CORPORATION,2012,0,12,0,0,0,0,0,0,0,12
AR,CAPITAL ONE FINANCIAL CORPORATION,2013,2,18,0,2,0,0,3,0,0,25
AR,CAPITAL ONE FINANCIAL CORPORATION,2014,1,7,1,1,0,0,4,0,0,14
AR,CAPITAL ONE FINANCIAL CORPORATION,2015,0,4,0,3,0,1,0,0,0,8
AR,CAPITAL ONE FINANCIAL CORPORATION,2016,0,12,0,3,0,3,3,0,0,21
AR,CAPITAL ONE FINANCIAL CORPORATION,2017,1,14,3,3,1,0,0,0,3,25
AR,CAPITAL ONE FINANCIAL CORPORATION,2018,1,16,15,8,0,0,0,0,0,40
AR,CAPITAL ONE FINANCIAL CORPORATION,2019,2,16,12,5,0,0,0,0,3,38
AR,CAPITAL ONE FINANCIAL CORPORATION,2020,2,6,7,2,0,0,0,0,0,17
AR,"CITIBANK, N.A.",2011,0,1,0,0,0,0,0,0,0,1
AR,"CITIBANK, N.A.",2012,1,16,0,0,0,7,0,0,0,24
AR,"CITIBANK, N.A.",2013,0,12,2,2,0,8,2,0,0,26
AR,"CITIBANK, N.A.",2014,1,11,0,2,0,5,0,0,0,19
AR,"CITIBANK, N.A.",2015,0,10,0,2,0,11,0,0,0,23
AR,"CITIBANK, N.A.",2016,6,11,0,6,0,4,0,0,0,27
AR,"CITIBANK, N.A.",2017,2,20,5,2,0,5,0,0,0,34
AR,"CITIBANK, N.A.",2018,2,11,3,6,0,1,2,0,0,25
AR,"CITIBANK, N.A.",2019,0,10,4,2,0,0,0,0,0,16
AR,"CITIBANK, N.A.",2020,1,6,1,2,0,0,0,0,0,10
AR,"EQUIFAX, INC.",2012,0,0,4,0,0,1,0,0,0,5
AR,"EQUIFAX, INC.",2013,0,0,17,0,0,0,0,0,0,17
AR,"EQUIFAX, INC.",2014,0,0,54,0,0,0,0,0,0,54
AR,"EQUIFAX, INC.",2015,0,0,56,0,0,0,0,0,0,56
AR,"EQUIFAX, INC.",2016,0,0,74,0,0,0,0,0,0,74
AR,"EQUIFAX, INC.",2017,0,0,143,0,0,0,0,0,0,143
AR,"EQUIFAX, INC.",2018,0,0,188,7,1,0,0,0,0,196
AR,"EQUIFAX, INC.",2019,0,1,172,8,0,0,1,0,0,182
AR,"EQUIFAX, INC.",2020,0,1,634,25,0,0,0,0,0,660
AR,Experian Information Solutions Inc.,2012,0,0,3,0,0,0,0,0,0,3
AR,Experian Information Solutions Inc.,2013,0,0,23,0,0,0,0,0,0,23
AR,Experian Information Solutions Inc.,2014,0,0,46,0,0,0,0,0,0,46
AR,Experian Information Solutions Inc.,2015,0,0,53,0,0,0,0,0,0,53
AR,Experian Information Solutions Inc.,2016,0,0,46,0,0,0,0,0,0,46
AR,Experian Information Solutions Inc.,2017,0,0,117,2,0,0,0,0,0,119
AR,Experian Information Solutions Inc.,2018,0,0,188,4,0,0,0,0,0,192
AR,Experian Information Solutions Inc.,2019,0,0,167,11,0,0,1,0,0,179
AR,Experian Information Solutions Inc.,2020,0,0,613,31,0,0,0,0,0,644
AR,JPMORGAN CHASE & CO.,2011,0,1,0,0,0,1,0,0,0,2
AR,JPMORGAN CHASE & CO.,2012,3,5,0,0,0,11,0,1,0,20
AR,JPMORGAN CHASE & CO.,2013,2,7,0,1,0,12,3,0,0,25
AR,JPMORGAN CHASE & CO.,2014,1,4,0,1,0,8,1,1,0,16
AR,JPMORGAN CHASE & CO.,2015,2,6,0,0,0,15,0,1,0,24
AR,JPMORGAN CHASE & CO.,2016,1,7,0,2,0,7,0,0,0,17
AR,JPMORGAN CHASE & CO.,2017,0,7,3,1,0,4,0,0,1,16
AR,JPMORGAN CHASE & CO.,2018,2,9,3,1,1,3,1,0,1,21
AR,JPMORGAN CHASE & CO.,2019,3,9,7,1,0,13,0,0,4,37
AR,JPMORGAN CHASE & CO.,2020,0,3,1,3,0,1,0,0,0,8
AR,"Navient Solutions, LLC.",2012,0,0,0,0,0,0,0,6,0,6
AR,"Navient Solutions, LLC.",2013,0,0,0,3,0,0,0,13,0,16
AR,"Navient Solutions, LLC.",2014,0,0,0,1,0,0,0,4,0,5
AR,"Navient Solutions, LLC.",2015,0,0,0,0,0,0,0,8,0,8
AR,"Navient Solutions, LLC.",2016,0,0,0,3,0,0,0,12,0,15
AR,"Navient Solutions, LLC.",2017,0,0,3,2,0,0,0,65,0,70
AR,"Navient Solutions, LLC.",2018,0,0,3,1,0,0,0,16,0,20
AR,"Navient Solutions, LLC.",2019,0,0,1,5,0,0,0,22,0,28
AR,"Navient Solutions, LLC.",2020,0,0,1,1,0,0,0,0,0,2
AR,Ocwen Financial Corporation,2012,0,0,0,0,0,8,0,0,0,8
AR,Ocwen Financial Corporation,2013,0,0,0,0,0,18,0,0,0,18
AR,Ocwen Financial Corporation,2014,0,0,0,2,0,15,0,0,0,17
AR,Ocwen Financial Corporation,2015,0,0,0,0,0,11,0,0,0,11
AR,Ocwen Financial Corporation,2016,0,0,0,0,0,16,0,0,0,16
AR,Ocwen Financial Corporation,2017,0,0,0,0,0,7,0,0,0,7
AR,Ocwen Financial Corporation,2018,0,0,1,1,0,9,0,0,0,11
AR,Ocwen Financial Corporation,2019,0,0,3,0,1,5,0,0,0,9
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2012,0,0,4,0,0,0,0,0,0,4
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2013,0,0,17,0,0,0,0,0,0,17
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2014,0,0,58,0,0,0,0,0,0,58
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2015,0,0,72,0,0,0,1,0,0,73
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2016,0,0,68,0,0,0,0,0,0,68
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2017,0,0,140,0,0,0,0,0,0,140
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2018,0,0,185,4,0,0,0,0,0,189
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2019,0,0,143,8,0,0,0,0,0,151
AR,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2020,0,1,839,30,0,0,0,0,0,870
AR,WELLS FARGO & COMPANY,2012,5,1,0,0,0,16,0,1,0,23
AR,WELLS FARGO & COMPANY,2013,8,3,1,0,0,15,1,1,0,29
AR,WELLS FARGO & COMPANY,2014,3,2,0,0,0,12,0,1,0,18
AR,WELLS FARGO & COMPANY,2015,5,0,0,2,0,15,2,0,0,24
AR,WELLS FARGO & COMPANY,2016,3,0,0,0,0,27,2,1,0,33
AR,WELLS FARGO & COMPANY,2017,2,4,1,1,0,16,0,0,1,25
AR,WELLS FARGO & COMPANY,2018,3,0,6,0,0,8,0,1,3,21
AR,WELLS FARGO & COMPANY,2019,2,4,0,1,2,9,0,1,0,19
AR,WELLS FARGO & COMPANY,2020,1,0,3,0,0,2,0,0,0,6
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2011,0,3,0,0,0,10,0,0,0,13
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2012,47,44,0,0,0,335,6,0,0,432
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2013,50,31,0,4,1,301,2,0,0,389
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2014,64,33,0,14,0,142,2,0,0,255
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2015,84,26,2,13,1,111,5,0,0,242
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2016,91,41,0,6,0,102,5,0,0,245
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2017,90,60,15,11,11,73,1,0,1,262
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2018,75,46,20,4,8,20,1,1,0,175
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2019,91,38,9,5,6,18,0,0,2,169
AZ,"BANK OF AMERICA, NATIONAL ASSOCIATION",2020,27,26,2,0,3,5,0,0,0,63
AZ,CAPITAL ONE FINANCIAL CORPORATION,2011,0,5,0,0,0,0,0,0,0,5
AZ,CAPITAL ONE FINANCIAL CORPORATION,2012,6,67,0,0,0,4,6,0,0,83
AZ,CAPITAL ONE FINANCIAL CORPORATION,2013,3,48,4,12,0,10,3,0,0,80
AZ,CAPITAL ONE FINANCIAL CORPORATION,2014,4,47,1,13,0,6,5,0,0,76
AZ,CAPITAL ONE FINANCIAL CORPORATION,2015,3,54,1,16,0,2,9,0,0,85
AZ,CAPITAL ONE FINANCIAL CORPORATION,2016,3,63,0,23,0,5,8,0,0,102
AZ,CAPITAL ONE FINANCIAL CORPORATION,2017,9,64,19,26,1,4,0,0,2,125
AZ,CAPITAL ONE FINANCIAL CORPORATION,2018,12,72,44,17,1,2,0,0,6,154
AZ,CAPITAL ONE FINANCIAL CORPORATION,2019,11,78,36,28,1,1,1,0,3,159
AZ,CAPITAL ONE FINANCIAL CORPORATION,2020,4,40,12,12,1,1,0,0,1,71
AZ,"CITIBANK, N.A.",2011,0,4,0,0,0,2,0,0,0,6
AZ,"CITIBANK, N.A.",2012,2,54,1,0,0,32,2,2,0,93
AZ,"CITIBANK, N.A.",2013,3,52,1,5,0,51,0,2,0,114
AZ,"CITIBANK, N.A.",2014,5,36,0,10,1,28,1,1,0,82
AZ,"CITIBANK, N.A.",2015,6,85,2,17,0,29,2,3,0,144
AZ,"CITIBANK, N.A.",2016,32,99,0,19,1,18,1,0,0,170
AZ,"CITIBANK, N.A.",2017,14,78,18,10,1,8,4,3,0,136
AZ,"CITIBANK, N.A.",2018,10,60,20,18,2,6,1,1,0,118
AZ,"CITIBANK, N.A.",2019,18,86,19,14,0,4,0,0,0,141
AZ,"CITIBANK, N.A.",2020,3,33,3,2,0,0,0,0,0,41
AZ,"EQUIFAX, INC.",2012,0,0,15,0,0,0,0,0,0,15
AZ,"EQUIFAX, INC.",2013,0,0,101,0,0,0,0,0,0,101
AZ,"EQUIFAX, INC.",2014,0,0,183,0,0,0,1,0,0,184
AZ,"EQUIFAX, INC.",2015,0,1,214,1,0,0,0,0,0,216
AZ,"EQUIFAX, INC.",2016,0,0,318,0,0,0,0,0,0,318
